Game Code,Full Hyperlink,Home,Away,Home Short,Away Short,Home Tipper,Away Tipper,First Scorer,Tipoff Winning Team,Tipoff Losing Team,Possession Gaining Player,Possession Gaining Player Link,First Scoring Team,Scored Upon TeamTipoff Winner,Tipoff Loser,Tipoff Winner Scores
201403220CHI,https://www.basketball-reference.com/boxscores/pbp/201403220CHI.html,Chicago Bulls,Philadelphia 76ers,CHI,PHI,H. Sims,J. Noah,T. Young,PHI,CHI,C. Boozer,/players/b/boozeca01.html,PHI,CHI,J. Noah,H. Sims,1
201403220MEM,https://www.basketball-reference.com/boxscores/pbp/201403220MEM.html,Memphis Grizzlies,Indiana Pacers,MEM,IND,R. Hibbert,M. Gasol,M. Conley,IND,MEM,L. Stephenson,/players/s/stephla01.html,IND,MEM,M. Gasol,R. Hibbert,1
201403220NOP,https://www.basketball-reference.com/boxscores/pbp/201403220NOP.html,New Orleans Pelicans,Miami Heat,NOP,MIA,A. Davis,C. Bosh,L. James,MIA,NOP,B. Roberts,/players/r/roberbr01.html,MIA,NOP,C. Bosh,A. Davis,1
201403220UTA,https://www.basketball-reference.com/boxscores/pbp/201403220UTA.html,Utah Jazz,Orlando Magic,UTA,ORL,N. Vučević,D. Favors,G. Hayward,ORL,UTA,E. Kanter,/players/k/kanteen01.html,ORL,UTA,D. Favors,N. Vučević,1
201403220GSW,https://www.basketball-reference.com/boxscores/pbp/201403220GSW.html,Golden State Warriors,San Antonio Spurs,GSW,SAS,T. Splitter,A. Bogut,T. Parker,SAS,GSW,S. Curry,/players/c/curryst01.html,SAS,GSW,A. Bogut,T. Splitter,1
201403220LAC,https://www.basketball-reference.com/boxscores/pbp/201403220LAC.html,Los Angeles Clippers,Detroit Pistons,LAC,DET,D. Jordan,A. Drummond,B. Griffin,DET,LAC,B. Jennings,/players/j/jennibr01.html,DET,LAC,A. Drummond,D. Jordan,1
201403230TOR,https://www.basketball-reference.com/boxscores/pbp/201403230TOR.html,Toronto Raptors,Atlanta Hawks,TOR,ATL,J. Valančiūnas,P. Millsap,J. Valančiūnas,ATL,TOR,A. Johnson,/players/j/johnsam01.html,ATL,TOR,P. Millsap,J. Valančiūnas,1
201403230MIN,https://www.basketball-reference.com/boxscores/pbp/201403230MIN.html,Minnesota Timberwolves,Phoenix Suns,MIN,PHO,M. Plumlee,G. Dieng,C. Frye,PHO,MIN,E. Bledsoe,/players/b/bledser01.html,PHO,MIN,G. Dieng,M. Plumlee,1
201403230DEN,https://www.basketball-reference.com/boxscores/pbp/201403230DEN.html,Denver Nuggets,Washington Wizards,DEN,WAS,T. Mozgov,M. Gortat,M. Gortat,WAS,DEN,J. Wall,/players/w/walljo01.html,WAS,DEN,M. Gortat,T. Mozgov,1
201403230SAC,https://www.basketball-reference.com/boxscores/pbp/201403230SAC.html,Sacramento Kings,Milwaukee Bucks,SAC,MIL,Z. Pachulia,D. Cousins,R. Evans,MIL,SAC,I. Thomas,/players/t/thomais02.html,MIL,SAC,D. Cousins,Z. Pachulia,1
201403230DAL,https://www.basketball-reference.com/boxscores/pbp/201403230DAL.html,Dallas Mavericks,Brooklyn Nets,DAL,BRK,M. Plumlee,S. Dalembert,M. Ellis,BRK,DAL,D. Nowitzki,/players/n/nowitdi01.html,BRK,DAL,S. Dalembert,M. Plumlee,1
201403230NYK,https://www.basketball-reference.com/boxscores/pbp/201403230NYK.html,New York Knicks,Cleveland Cavaliers,NYK,CLE,S. Hawes,T. Chandler,C. Anthony,CLE,NYK,R. Felton,/players/f/feltora01.html,CLE,NYK,T. Chandler,S. Hawes,1
201403230LAL,https://www.basketball-reference.com/boxscores/pbp/201403230LAL.html,Los Angeles Lakers,Orlando Magic,LAL,ORL,N. Vučević,P. Gasol,J. Hill,ORL,LAL,J. Hill,/players/h/hilljo01.html,ORL,LAL,P. Gasol,N. Vučević,1
201403240CHA,https://www.basketball-reference.com/boxscores/pbp/201403240CHA.html,Charlotte Bobcats,Houston Rockets,CHA,HOU,A. Jefferson,D. Howard,M. Kidd-Gilchrist,HOU,CHA,P. Beverley,/players/b/beverpa01.html,HOU,CHA,D. Howard,A. Jefferson,1
201403240ATL,https://www.basketball-reference.com/boxscores/pbp/201403240ATL.html,Atlanta Hawks,Phoenix Suns,ATL,PHO,M. Plumlee,P. Millsap,G. Dragić,PHO,ATL,C. Frye,/players/f/fryech01.html,PHO,ATL,P. Millsap,M. Plumlee,1
201403240MIA,https://www.basketball-reference.com/boxscores/pbp/201403240MIA.html,Miami Heat,Portland Trail Blazers,MIA,POR,R. Lopez,C. Bosh,C. Bosh,POR,MIA,L. James,/players/j/jamesle01.html,POR,MIA,C. Bosh,R. Lopez,1
201403240CHI,https://www.basketball-reference.com/boxscores/pbp/201403240CHI.html,Chicago Bulls,Indiana Pacers,CHI,IND,J. Noah,R. Hibbert,G. Hill,IND,CHI,G. Hill,/players/h/hillge01.html,IND,CHI,R. Hibbert,J. Noah,1
201403240MEM,https://www.basketball-reference.com/boxscores/pbp/201403240MEM.html,Memphis Grizzlies,Minnesota Timberwolves,MEM,MIN,M. Gasol,G. Dieng,T. Prince,MIN,MEM,M. Conley,/players/c/conlemi01.html,MIN,MEM,G. Dieng,M. Gasol,1
201403240NOP,https://www.basketball-reference.com/boxscores/pbp/201403240NOP.html,New Orleans Pelicans,Brooklyn Nets,NOP,BRK,M. Plumlee,A. Davis,P. Pierce,BRK,NOP,B. Roberts,/players/r/roberbr01.html,BRK,NOP,A. Davis,M. Plumlee,1
201403240OKC,https://www.basketball-reference.com/boxscores/pbp/201403240OKC.html,Oklahoma City Thunder,Denver Nuggets,OKC,DEN,T. Mozgov,S. Ibaka,S. Ibaka,DEN,OKC,R. Jackson,/players/j/jacksre01.html,DEN,OKC,S. Ibaka,T. Mozgov,1
201403240SAS,https://www.basketball-reference.com/boxscores/pbp/201403240SAS.html,San Antonio Spurs,Philadelphia 76ers,SAS,PHI,H. Sims,T. Duncan,H. Thompson,PHI,SAS,M. Carter-Williams,/players/c/cartemi01.html,PHI,SAS,T. Duncan,H. Sims,1
201403240UTA,https://www.basketball-reference.com/boxscores/pbp/201403240UTA.html,Utah Jazz,Detroit Pistons,UTA,DET,D. Favors,A. Drummond,A. Drummond,DET,UTA,T. Burke,/players/b/burketr01.html,DET,UTA,A. Drummond,D. Favors,1
201403240LAC,https://www.basketball-reference.com/boxscores/pbp/201403240LAC.html,Los Angeles Clippers,Milwaukee Bucks,LAC,MIL,Z. Pachulia,D. Jordan,M. Barnes,MIL,LAC,C. Paul,/players/p/paulch01.html,MIL,LAC,D. Jordan,Z. Pachulia,1
201403250CLE,https://www.basketball-reference.com/boxscores/pbp/201403250CLE.html,Cleveland Cavaliers,Toronto Raptors,CLE,TOR,J. Valančiūnas,S. Hawes,J. Jack,TOR,CLE,T. Ross,/players/r/rosste01.html,TOR,CLE,S. Hawes,J. Valančiūnas,1
201403250ORL,https://www.basketball-reference.com/boxscores/pbp/201403250ORL.html,Orlando Magic,Portland Trail Blazers,ORL,POR,N. Vučević,R. Lopez,N. Vučević,POR,ORL,K. O'Quinn,/players/o/oquinky01.html,POR,ORL,R. Lopez,N. Vučević,1
201403250DAL,https://www.basketball-reference.com/boxscores/pbp/201403250DAL.html,Dallas Mavericks,Oklahoma City Thunder,DAL,OKC,S. Ibaka,S. Dalembert,S. Dalembert,OKC,DAL,M. Ellis,/players/e/ellismo01.html,OKC,DAL,S. Dalembert,S. Ibaka,1
201403250LAL,https://www.basketball-reference.com/boxscores/pbp/201403250LAL.html,Los Angeles Lakers,New York Knicks,LAL,NYK,C. Kaman,T. Chandler,R. Felton,NYK,LAL,R. Felton,/players/f/feltora01.html,NYK,LAL,T. Chandler,C. Kaman,1
201403260CHA,https://www.basketball-reference.com/boxscores/pbp/201403260CHA.html,Charlotte Bobcats,Brooklyn Nets,CHA,BRK,M. Plumlee,A. Jefferson,S. Livingston,BRK,CHA,S. Livingston,/players/l/livinsh01.html,BRK,CHA,A. Jefferson,M. Plumlee,1
201403260WAS,https://www.basketball-reference.com/boxscores/pbp/201403260WAS.html,Washington Wizards,Phoenix Suns,WAS,PHO,M. Plumlee,M. Gortat,G. Dragić,PHO,WAS,J. Wall,/players/w/walljo01.html,PHO,WAS,M. Gortat,M. Plumlee,1
201403260BOS,https://www.basketball-reference.com/boxscores/pbp/201403260BOS.html,Boston Celtics,Toronto Raptors,BOS,TOR,J. Valančiūnas,B. Bass,R. Rondo,TOR,BOS,K. Humphries,/players/h/humphkr01.html,TOR,BOS,B. Bass,J. Valančiūnas,1
201403260DET,https://www.basketball-reference.com/boxscores/pbp/201403260DET.html,Detroit Pistons,Cleveland Cavaliers,DET,CLE,S. Hawes,A. Drummond,J. Jack,CLE,DET,L. Deng,/players/d/denglu01.html,CLE,DET,A. Drummond,S. Hawes,1
201403260IND,https://www.basketball-reference.com/boxscores/pbp/201403260IND.html,Indiana Pacers,Miami Heat,IND,MIA,R. Hibbert,C. Bosh,D. Wade,MIA,IND,L. James,/players/j/jamesle01.html,MIA,IND,C. Bosh,R. Hibbert,1
201403260MIN,https://www.basketball-reference.com/boxscores/pbp/201403260MIN.html,Minnesota Timberwolves,Atlanta Hawks,MIN,ATL,P. Millsap,G. Dieng,G. Dieng,ATL,MIN,P. Antić,/players/a/anticpe01.html,ATL,MIN,G. Dieng,P. Millsap,1
201403260NOP,https://www.basketball-reference.com/boxscores/pbp/201403260NOP.html,New Orleans Pelicans,Los Angeles Clippers,NOP,LAC,D. Jordan,A. Davis,T. Evans,LAC,NOP,C. Paul,/players/p/paulch01.html,LAC,NOP,A. Davis,D. Jordan,1
201403260SAS,https://www.basketball-reference.com/boxscores/pbp/201403260SAS.html,San Antonio Spurs,Denver Nuggets,SAS,DEN,T. Mozgov,T. Duncan,T. Mozgov,DEN,SAS,K. Faried,/players/f/farieke01.html,DEN,SAS,T. Duncan,T. Mozgov,1
201403260SAC,https://www.basketball-reference.com/boxscores/pbp/201403260SAC.html,Sacramento Kings,New York Knicks,SAC,NYK,D. Cousins,T. Chandler,D. Cousins,NYK,SAC,B. McLemore,/players/m/mclembe01.html,NYK,SAC,T. Chandler,D. Cousins,1
201403260UTA,https://www.basketball-reference.com/boxscores/pbp/201403260UTA.html,Utah Jazz,Memphis Grizzlies,UTA,MEM,M. Gasol,D. Favors,G. Hayward,MEM,UTA,M. Conley,/players/c/conlemi01.html,MEM,UTA,D. Favors,M. Gasol,1
201403270ATL,https://www.basketball-reference.com/boxscores/pbp/201403270ATL.html,Atlanta Hawks,Portland Trail Blazers,ATL,POR,R. Lopez,E. Brand,D. Lillard,POR,ATL,N. Batum,/players/b/batumni01.html,POR,ATL,E. Brand,R. Lopez,1
201403270HOU,https://www.basketball-reference.com/boxscores/pbp/201403270HOU.html,Houston Rockets,Philadelphia 76ers,HOU,PHI,H. Sims,D. Howard,J. Anderson,PHI,HOU,T. Jones,/players/j/joneste01.html,PHI,HOU,D. Howard,H. Sims,1
201403270MIL,https://www.basketball-reference.com/boxscores/pbp/201403270MIL.html,Milwaukee Bucks,Los Angeles Lakers,MIL,LAL,Z. Pachulia,C. Kaman,K. Middleton,LAL,MIL,J. Hill,/players/h/hilljo01.html,LAL,MIL,C. Kaman,Z. Pachulia,1
201403270DAL,https://www.basketball-reference.com/boxscores/pbp/201403270DAL.html,Dallas Mavericks,Los Angeles Clippers,DAL,LAC,D. Jordan,S. Dalembert,D. Nowitzki,LAC,DAL,M. Ellis,/players/e/ellismo01.html,LAC,DAL,S. Dalembert,D. Jordan,1
201403280ORL,https://www.basketball-reference.com/boxscores/pbp/201403280ORL.html,Orlando Magic,Charlotte Bobcats,ORL,CHA,N. Vučević,A. Jefferson,J. McRoberts,CHA,ORL,J. McRoberts,/players/m/mcrobjo01.html,CHA,ORL,A. Jefferson,N. Vučević,1
201403280TOR,https://www.basketball-reference.com/boxscores/pbp/201403280TOR.html,Toronto Raptors,Boston Celtics,TOR,BOS,J. Valančiūnas,B. Bass,J. Green,BOS,TOR,K. Humphries,/players/h/humphkr01.html,BOS,TOR,B. Bass,J. Valančiūnas,1
201403280WAS,https://www.basketball-reference.com/boxscores/pbp/201403280WAS.html,Washington Wizards,Indiana Pacers,WAS,IND,R. Hibbert,M. Gortat,M. Gortat,IND,WAS,D. West,/players/w/westda01.html,IND,WAS,M. Gortat,R. Hibbert,1
201403280BRK,https://www.basketball-reference.com/boxscores/pbp/201403280BRK.html,Brooklyn Nets,Cleveland Cavaliers,BRK,CLE,M. Plumlee,S. Hawes,D. Williams,CLE,BRK,P. Pierce,/players/p/piercpa01.html,CLE,BRK,S. Hawes,M. Plumlee,1
201403280DET,https://www.basketball-reference.com/boxscores/pbp/201403280DET.html,Detroit Pistons,Miami Heat,DET,MIA,A. Drummond,C. Bosh,U. Haslem,MIA,DET,B. Jennings,/players/j/jennibr01.html,MIA,DET,C. Bosh,A. Drummond,1
201403280CHI,https://www.basketball-reference.com/boxscores/pbp/201403280CHI.html,Chicago Bulls,Portland Trail Blazers,CHI,POR,J. Noah,R. Lopez,C. Boozer,POR,CHI,C. Boozer,/players/b/boozeca01.html,POR,CHI,R. Lopez,J. Noah,1
201403280MIN,https://www.basketball-reference.com/boxscores/pbp/201403280MIN.html,Minnesota Timberwolves,Los Angeles Lakers,MIN,LAL,N. Peković,C. Kaman,N. Peković,LAL,MIN,K. Love,/players/l/loveke01.html,LAL,MIN,C. Kaman,N. Peković,1
201403280NOP,https://www.basketball-reference.com/boxscores/pbp/201403280NOP.html,New Orleans Pelicans,Utah Jazz,NOP,UTA,D. Favors,A. Davis,T. Burke,UTA,NOP,T. Burke,/players/b/burketr01.html,UTA,NOP,A. Davis,D. Favors,1
201403280OKC,https://www.basketball-reference.com/boxscores/pbp/201403280OKC.html,Oklahoma City Thunder,Sacramento Kings,OKC,SAC,S. Ibaka,D. Cousins,R. Westbrook,SAC,OKC,S. Adams,/players/a/adamsst01.html,SAC,OKC,D. Cousins,S. Ibaka,1
201403280DEN,https://www.basketball-reference.com/boxscores/pbp/201403280DEN.html,Denver Nuggets,San Antonio Spurs,DEN,SAS,T. Mozgov,T. Duncan,M. Belinelli,SAS,DEN,T. Lawson,/players/l/lawsoty01.html,SAS,DEN,T. Duncan,T. Mozgov,1
201403280PHO,https://www.basketball-reference.com/boxscores/pbp/201403280PHO.html,Phoenix Suns,New York Knicks,PHO,NYK,M. Plumlee,T. Chandler,G. Dragić,NYK,PHO,R. Felton,/players/f/feltora01.html,NYK,PHO,T. Chandler,M. Plumlee,1
201403280GSW,https://www.basketball-reference.com/boxscores/pbp/201403280GSW.html,Golden State Warriors,Memphis Grizzlies,GSW,MEM,M. Gasol,A. Bogut,M. Speights,MEM,GSW,Z. Randolph,/players/r/randoza01.html,MEM,GSW,A. Bogut,M. Gasol,1
201403290PHI,https://www.basketball-reference.com/boxscores/pbp/201403290PHI.html,Philadelphia 76ers,Detroit Pistons,PHI,DET,H. Sims,A. Drummond,K. Singler,DET,PHI,B. Jennings,/players/j/jennibr01.html,DET,PHI,A. Drummond,H. Sims,1
201403290HOU,https://www.basketball-reference.com/boxscores/pbp/201403290HOU.html,Houston Rockets,Los Angeles Clippers,HOU,LAC,D. Jordan,Ö. Aşık,C. Parsons,LAC,HOU,C. Paul,/players/p/paulch01.html,LAC,HOU,Ö. Aşık,D. Jordan,1
201403290WAS,https://www.basketball-reference.com/boxscores/pbp/201403290WAS.html,Washington Wizards,Atlanta Hawks,WAS,ATL,P. Millsap,M. Gortat,C. Martin,ATL,WAS,J. Teague,/players/t/teaguje01.html,ATL,WAS,M. Gortat,P. Millsap,1
201403290DAL,https://www.basketball-reference.com/boxscores/pbp/201403290DAL.html,Dallas Mavericks,Sacramento Kings,DAL,SAC,S. Dalembert,D. Cousins,S. Dalembert,SAC,DAL,S. Marion,/players/m/mariosh01.html,SAC,DAL,D. Cousins,S. Dalembert,1
201403290MIL,https://www.basketball-reference.com/boxscores/pbp/201403290MIL.html,Milwaukee Bucks,Miami Heat,MIL,MIA,Z. Pachulia,C. Bosh,J. Adrien,MIA,MIL,L. James,/players/j/jamesle01.html,MIA,MIL,C. Bosh,Z. Pachulia,1
201403290SAS,https://www.basketball-reference.com/boxscores/pbp/201403290SAS.html,San Antonio Spurs,New Orleans Pelicans,SAS,NOP,T. Duncan,A. Ajinça,A. Ajinça,NOP,SAS,G. Stiemsma,/players/s/stiemgr01.html,NOP,SAS,A. Ajinça,T. Duncan,1
201403300CLE,https://www.basketball-reference.com/boxscores/pbp/201403300CLE.html,Cleveland Cavaliers,Indiana Pacers,CLE,IND,R. Hibbert,S. Hawes,L. Deng,IND,CLE,D. West,/players/w/westda01.html,IND,CLE,S. Hawes,R. Hibbert,1
201403300OKC,https://www.basketball-reference.com/boxscores/pbp/201403300OKC.html,Oklahoma City Thunder,Utah Jazz,OKC,UTA,E. Kanter,S. Ibaka,S. Adams,UTA,OKC,S. Adams,/players/a/adamsst01.html,UTA,OKC,S. Ibaka,E. Kanter,1
201403300BRK,https://www.basketball-reference.com/boxscores/pbp/201403300BRK.html,Brooklyn Nets,Minnesota Timberwolves,BRK,MIN,M. Plumlee,N. Peković,K. Martin,MIN,BRK,P. Pierce,/players/p/piercpa01.html,MIN,BRK,N. Peković,M. Plumlee,1
201403300ORL,https://www.basketball-reference.com/boxscores/pbp/201403300ORL.html,Orlando Magic,Toronto Raptors,ORL,TOR,N. Vučević,J. Valančiūnas,J. Valančiūnas,TOR,ORL,K. O'Quinn,/players/o/oquinky01.html,TOR,ORL,J. Valančiūnas,N. Vučević,1
201403300BOS,https://www.basketball-reference.com/boxscores/pbp/201403300BOS.html,Boston Celtics,Chicago Bulls,BOS,CHI,J. Noah,B. Bass,C. Boozer,CHI,BOS,C. Boozer,/players/b/boozeca01.html,CHI,BOS,B. Bass,J. Noah,1
201403300GSW,https://www.basketball-reference.com/boxscores/pbp/201403300GSW.html,Golden State Warriors,New York Knicks,GSW,NYK,J. O'Neal,T. Chandler,T. Chandler,NYK,GSW,A. Stoudemire,/players/s/stoudam01.html,NYK,GSW,T. Chandler,J. O'Neal,1
201403300POR,https://www.basketball-reference.com/boxscores/pbp/201403300POR.html,Portland Trail Blazers,Memphis Grizzlies,POR,MEM,R. Lopez,M. Gasol,L. Aldridge,MEM,POR,N. Batum,/players/b/batumni01.html,MEM,POR,M. Gasol,R. Lopez,1
201403300LAL,https://www.basketball-reference.com/boxscores/pbp/201403300LAL.html,Los Angeles Lakers,Phoenix Suns,LAL,PHO,M. Plumlee,J. Hill,C. Kaman,PHO,LAL,C. Kaman,/players/k/kamanch01.html,PHO,LAL,J. Hill,M. Plumlee,1
201403310CHA,https://www.basketball-reference.com/boxscores/pbp/201403310CHA.html,Charlotte Bobcats,Washington Wizards,CHA,WAS,A. Jefferson,M. Gortat,M. Gortat,WAS,CHA,J. Wall,/players/w/walljo01.html,WAS,CHA,M. Gortat,A. Jefferson,1
201403310IND,https://www.basketball-reference.com/boxscores/pbp/201403310IND.html,Indiana Pacers,San Antonio Spurs,IND,SAS,R. Hibbert,T. Duncan,T. Splitter,SAS,IND,D. West,/players/w/westda01.html,SAS,IND,T. Duncan,R. Hibbert,1
201403310ATL,https://www.basketball-reference.com/boxscores/pbp/201403310ATL.html,Atlanta Hawks,Philadelphia 76ers,ATL,PHI,H. Sims,P. Millsap,J. Anderson,PHI,ATL,H. Thompson,/players/t/thompho01.html,PHI,ATL,P. Millsap,H. Sims,1
201403310DET,https://www.basketball-reference.com/boxscores/pbp/201403310DET.html,Detroit Pistons,Milwaukee Bucks,DET,MIL,Z. Pachulia,A. Drummond,K. Middleton,MIL,DET,B. Jennings,/players/j/jennibr01.html,MIL,DET,A. Drummond,Z. Pachulia,1
201403310MIA,https://www.basketball-reference.com/boxscores/pbp/201403310MIA.html,Miami Heat,Toronto Raptors,MIA,TOR,J. Valančiūnas,C. Bosh,J. Valančiūnas,TOR,MIA,U. Haslem,/players/h/hasleud01.html,TOR,MIA,C. Bosh,J. Valančiūnas,1
201403310CHI,https://www.basketball-reference.com/boxscores/pbp/201403310CHI.html,Chicago Bulls,Boston Celtics,CHI,BOS,J. Noah,B. Bass,M. Dunleavy,BOS,CHI,C. Boozer,/players/b/boozeca01.html,BOS,CHI,B. Bass,J. Noah,1
201403310MIN,https://www.basketball-reference.com/boxscores/pbp/201403310MIN.html,Minnesota Timberwolves,Los Angeles Clippers,MIN,LAC,N. Peković,D. Jordan,C. Brewer,LAC,MIN,C. Paul,/players/p/paulch01.html,LAC,MIN,D. Jordan,N. Peković,1
201403310NOP,https://www.basketball-reference.com/boxscores/pbp/201403310NOP.html,New Orleans Pelicans,Sacramento Kings,NOP,SAC,A. Davis,D. Cousins,B. Roberts,SAC,NOP,B. Roberts,/players/r/roberbr01.html,SAC,NOP,D. Cousins,A. Davis,1
201403310DEN,https://www.basketball-reference.com/boxscores/pbp/201403310DEN.html,Denver Nuggets,Memphis Grizzlies,DEN,MEM,T. Mozgov,M. Gasol,R. Foye,MEM,DEN,K. Faried,/players/f/farieke01.html,MEM,DEN,M. Gasol,T. Mozgov,1
201403310UTA,https://www.basketball-reference.com/boxscores/pbp/201403310UTA.html,Utah Jazz,New York Knicks,UTA,NYK,D. Favors,T. Chandler,R. Felton,NYK,UTA,R. Jefferson,/players/j/jefferi01.html,NYK,UTA,T. Chandler,D. Favors,1
201404010DAL,https://www.basketball-reference.com/boxscores/pbp/201404010DAL.html,Dallas Mavericks,Golden State Warriors,DAL,GSW,J. O'Neal,S. Dalembert,K. Thompson,GSW,DAL,D. Green,/players/g/greendr01.html,GSW,DAL,S. Dalembert,J. O'Neal,1
201404010LAL,https://www.basketball-reference.com/boxscores/pbp/201404010LAL.html,Los Angeles Lakers,Portland Trail Blazers,LAL,POR,R. Lopez,P. Gasol,R. Lopez,POR,LAL,L. Aldridge,/players/a/aldrila01.html,POR,LAL,P. Gasol,R. Lopez,1
201404020IND,https://www.basketball-reference.com/boxscores/pbp/201404020IND.html,Indiana Pacers,Detroit Pistons,IND,DET,R. Hibbert,A. Drummond,G. Monroe,DET,IND,J. Smith,/players/s/smithjo03.html,DET,IND,A. Drummond,R. Hibbert,1
201404020NYK,https://www.basketball-reference.com/boxscores/pbp/201404020NYK.html,New York Knicks,Brooklyn Nets,NYK,BRK,M. Plumlee,T. Chandler,J. Smith,BRK,NYK,R. Felton,/players/f/feltora01.html,BRK,NYK,T. Chandler,M. Plumlee,1
201404020ORL,https://www.basketball-reference.com/boxscores/pbp/201404020ORL.html,Orlando Magic,Cleveland Cavaliers,ORL,CLE,N. Vučević,S. Hawes,K. O'Quinn,CLE,ORL,K. Irving,/players/i/irvinky01.html,CLE,ORL,S. Hawes,N. Vučević,1
201404020PHI,https://www.basketball-reference.com/boxscores/pbp/201404020PHI.html,Philadelphia 76ers,Charlotte Bobcats,PHI,CHA,H. Sims,A. Jefferson,M. Kidd-Gilchrist,CHA,PHI,C. Zeller,/players/z/zelleco01.html,CHA,PHI,A. Jefferson,H. Sims,1
201404020TOR,https://www.basketball-reference.com/boxscores/pbp/201404020TOR.html,Toronto Raptors,Houston Rockets,TOR,HOU,J. Valančiūnas,Ö. Aşık,D. DeRozan,HOU,TOR,A. Johnson,/players/j/johnsam01.html,HOU,TOR,Ö. Aşık,J. Valančiūnas,1
201404020WAS,https://www.basketball-reference.com/boxscores/pbp/201404020WAS.html,Washington Wizards,Boston Celtics,WAS,BOS,M. Gortat,B. Bass,M. Gortat,BOS,WAS,J. Wall,/players/w/walljo01.html,BOS,WAS,B. Bass,M. Gortat,1
201404020ATL,https://www.basketball-reference.com/boxscores/pbp/201404020ATL.html,Atlanta Hawks,Chicago Bulls,ATL,CHI,J. Noah,P. Millsap,C. Boozer,CHI,ATL,J. Butler,/players/b/butleji01.html,CHI,ATL,P. Millsap,J. Noah,1
201404020MIA,https://www.basketball-reference.com/boxscores/pbp/201404020MIA.html,Miami Heat,Milwaukee Bucks,MIA,MIL,Z. Pachulia,C. Bosh,C. Bosh,MIL,MIA,J. Adrien,/players/a/adrieje01.html,MIL,MIA,C. Bosh,Z. Pachulia,1
201404020MIN,https://www.basketball-reference.com/boxscores/pbp/201404020MIN.html,Minnesota Timberwolves,Memphis Grizzlies,MIN,MEM,M. Gasol,G. Dieng,G. Dieng,MEM,MIN,M. Conley,/players/c/conlemi01.html,MEM,MIN,G. Dieng,M. Gasol,1
201404020SAS,https://www.basketball-reference.com/boxscores/pbp/201404020SAS.html,San Antonio Spurs,Golden State Warriors,SAS,GSW,J. O'Neal,T. Duncan,D. Green,GSW,SAS,T. Parker,/players/p/parketo01.html,GSW,SAS,T. Duncan,J. O'Neal,1
201404020DEN,https://www.basketball-reference.com/boxscores/pbp/201404020DEN.html,Denver Nuggets,New Orleans Pelicans,DEN,NOP,T. Mozgov,A. Davis,B. Roberts,NOP,DEN,T. Lawson,/players/l/lawsoty01.html,NOP,DEN,A. Davis,T. Mozgov,1
201404020PHO,https://www.basketball-reference.com/boxscores/pbp/201404020PHO.html,Phoenix Suns,Los Angeles Clippers,PHO,LAC,M. Plumlee,D. Jordan,E. Bledsoe,LAC,PHO,C. Frye,/players/f/fryech01.html,LAC,PHO,D. Jordan,M. Plumlee,1
201404020SAC,https://www.basketball-reference.com/boxscores/pbp/201404020SAC.html,Sacramento Kings,Los Angeles Lakers,SAC,LAL,J. Hill,D. Cousins,B. McLemore,LAL,SAC,R. McCallum,/players/m/mccalra01.html,LAL,SAC,D. Cousins,J. Hill,1
201404030OKC,https://www.basketball-reference.com/boxscores/pbp/201404030OKC.html,Oklahoma City Thunder,San Antonio Spurs,OKC,SAS,A. Roberson,T. Parker,K. Leonard,SAS,OKC,K. Perkins,/players/p/perkike01.html,SAS,OKC,T. Parker,A. Roberson,1
201404030LAC,https://www.basketball-reference.com/boxscores/pbp/201404030LAC.html,Los Angeles Clippers,Dallas Mavericks,LAC,DAL,D. Jordan,S. Dalembert,B. Griffin,DAL,LAC,B. Griffin,/players/g/griffbl01.html,DAL,LAC,S. Dalembert,D. Jordan,1
201404040CHA,https://www.basketball-reference.com/boxscores/pbp/201404040CHA.html,Charlotte Bobcats,Orlando Magic,CHA,ORL,A. Nicholson,A. Jefferson,A. Jefferson,ORL,CHA,C. Zeller,/players/z/zelleco01.html,ORL,CHA,A. Jefferson,A. Nicholson,1
201404040MEM,https://www.basketball-reference.com/boxscores/pbp/201404040MEM.html,Memphis Grizzlies,Denver Nuggets,MEM,DEN,,,,,,,,,,
201404040TOR,https://www.basketball-reference.com/boxscores/pbp/201404040TOR.html,Toronto Raptors,Indiana Pacers,TOR,IND,J. Valančiūnas,R. Hibbert,P. George,IND,TOR,D. West,/players/w/westda01.html,IND,TOR,R. Hibbert,J. Valančiūnas,1
201404040ATL,https://www.basketball-reference.com/boxscores/pbp/201404040ATL.html,Atlanta Hawks,Cleveland Cavaliers,ATL,CLE,,,,,,,,,,
201404040BOS,https://www.basketball-reference.com/boxscores/pbp/201404040BOS.html,Boston Celtics,Philadelphia 76ers,BOS,PHI,H. Sims,B. Bass,H. Sims,PHI,BOS,K. Humphries,/players/h/humphkr01.html,PHI,BOS,B. Bass,H. Sims,1
201404040BRK,https://www.basketball-reference.com/boxscores/pbp/201404040BRK.html,Brooklyn Nets,Detroit Pistons,BRK,DET,M. Plumlee,A. Drummond,A. Drummond,DET,BRK,B. Jennings,/players/j/jennibr01.html,DET,BRK,A. Drummond,M. Plumlee,1
201404040MIA,https://www.basketball-reference.com/boxscores/pbp/201404040MIA.html,Miami Heat,Minnesota Timberwolves,MIA,MIN,G. Dieng,C. Bosh,C. Bosh,MIN,MIA,M. Chalmers,/players/c/chalmma01.html,MIN,MIA,C. Bosh,G. Dieng,1
